"No.","Time","Source","Destination","Protocol","Length","Info"
"267","150.867979","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=3301 Ack=3433 Win=1425 Len=110 TSval=583737 TSecr=3801301253 [TCP segment of a reassembled PDU]"
"268","150.868017","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=3433 Ack=3411 Win=501 Len=0 TSval=3801301258 TSecr=583737"
"269","152.085790","192.168.1.7","157.240.216.60","TLSv1.2","97","Application Data"
"270","152.148758","157.240.216.60","192.168.1.7","TCP","66","443  >  38590 [ACK] Seq=7941 Ack=312 Win=202 Len=0 TSval=207827207 TSecr=1151701030"
"271","152.236870","157.240.216.60","192.168.1.7","TLSv1.2","104","Application Data"
"272","152.236895","192.168.1.7","157.240.216.60","TCP","66","38590  >  443 [ACK] Seq=312 Ack=7979 Win=501 Len=0 TSval=1151701181 TSecr=207827295"
"273","152.243104","192.168.1.5","224.0.0.251","MDNS","448","Standard query response 0x0000 TXT, cache flush PTR _androidtvremote._tcp.local PTR MATIASMOREIRA._androidtvremote._tcp.local SRV, cache flush 0 0 6466 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.5 AAAA, cache flush fe80::fa4f:adff:fe1c:cc48 NSEC, cache flush MATIASMOREIRA._androidtvremote._tcp.local NSEC, cache flush 5.1.168.192.in-addr.arpa NSEC, cache flush 8.4.C.C.C.1.E.F.F.F.D.A.F.4.A.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"274","152.243148","fe80::fa4f:adff:fe1c:cc48","ff02::fb","MDNS","468","Standard query response 0x0000 TXT, cache flush PTR _androidtvremote._tcp.local PTR MATIASMOREIRA._androidtvremote._tcp.local SRV, cache flush 0 0 6466 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.5 AAAA, cache flush fe80::fa4f:adff:fe1c:cc48 NSEC, cache flush MATIASMOREIRA._androidtvremote._tcp.local NSEC, cache flush 5.1.168.192.in-addr.arpa NSEC, cache flush 8.4.C.C.C.1.E.F.F.F.D.A.F.4.A.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"275","152.650451","192.168.1.7","192.168.1.1","DHCP","324","DHCP Request  - Transaction ID 0x38ba4a58"
"276","152.655811","192.168.1.1","192.168.1.7","DHCP","590","DHCP ACK      - Transaction ID 0x38ba4a58"
"277","153.960565","192.168.1.7","192.168.1.1","DNS","100","Standard query 0xb53a A connectivity-check.ubuntu.com OPT"
"278","154.024581","192.168.1.1","192.168.1.7","DNS","132","Standard query response 0xb53a A connectivity-check.ubuntu.com A 35.222.85.5 A 35.224.99.156 OPT"
"279","154.025244","192.168.1.7","35.224.99.156","TCP","74","50788  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=963694292 TSecr=0 WS=128"
"280","154.143568","192.168.1.7","192.168.1.1","DNS","86","Standard query 0x99b8 A docs.google.com OPT"
"281","154.208742","192.168.1.1","192.168.1.7","DNS","102","Standard query response 0x99b8 A docs.google.com A 172.217.29.110 OPT"
"282","154.211620","192.168.1.7","172.217.29.110","UDP","1392","43143  >  443 Len=1350"
"283","154.211998","192.168.1.7","172.217.29.110","UDP","1392","43143  >  443 Len=1350"
"284","154.212024","192.168.1.7","172.217.29.110","UDP","144","43143  >  443 Len=102"
"285","154.302504","172.217.29.110","192.168.1.7","UDP","84","443  >  43143 Len=42"
"286","154.330855","172.217.29.110","192.168.1.7","UDP","1392","443  >  43143 Len=1350"
"287","154.330882","172.217.29.110","192.168.1.7","UDP","67","443  >  43143 Len=25"
"288","154.331225","192.168.1.7","172.217.29.110","UDP","75","43143  >  443 Len=33"
"289","154.615455","172.217.29.110","192.168.1.7","UDP","736","443  >  43143 Len=694"
"290","154.616092","172.217.29.110","192.168.1.7","UDP","1392","443  >  43143 Len=1350"
"291","154.616102","172.217.29.110","192.168.1.7","UDP","1271","443  >  43143 Len=1229"
"292","154.616104","172.217.29.110","192.168.1.7","UDP","74","443  >  43143 Len=32"
"293","154.616404","192.168.1.7","172.217.29.110","UDP","75","43143  >  443 Len=33"
"294","154.616445","172.217.29.110","192.168.1.7","UDP","92","443  >  43143 Len=50"
"295","154.616448","192.168.1.7","172.217.29.110","UDP","75","43143  >  443 Len=33"
"296","154.642286","192.168.1.7","172.217.29.110","UDP","75","43143  >  443 Len=33"
"297","154.658327","192.168.1.7","192.168.1.1","DNS","86","Standard query 0xe40f A ssl.gstatic.com OPT"
"298","154.714440","192.168.1.1","192.168.1.7","DNS","102","Standard query response 0xe40f A ssl.gstatic.com A 172.217.29.99 OPT"
"299","154.715679","192.168.1.7","172.217.29.99","UDP","1392","55781  >  443 Len=1350"
"300","154.715826","192.168.1.7","172.217.29.99","UDP","473","55781  >  443 Len=431"
"301","154.802281","172.217.29.99","192.168.1.7","UDP","84","443  >  55781 Len=42"
"302","154.831459","172.217.29.99","192.168.1.7","UDP","1392","443  >  55781 Len=1350"
"303","154.831476","172.217.29.99","192.168.1.7","UDP","1392","443  >  55781 Len=1350"
"304","154.832485","192.168.1.7","172.217.29.99","UDP","1392","55781  >  443 Len=1350"
"305","154.832534","192.168.1.7","172.217.29.99","UDP","473","55781  >  443 Len=431"
"306","154.885520","172.217.29.99","192.168.1.7","UDP","86","443  >  55781 Len=44"
"307","154.938348","172.217.29.99","192.168.1.7","UDP","1392","443  >  55781 Len=1350"
"308","154.938366","172.217.29.99","192.168.1.7","UDP","69","443  >  55781 Len=27"
"309","154.938620","192.168.1.7","172.217.29.99","UDP","75","55781  >  443 Len=33"
"310","154.993770","172.217.29.99","192.168.1.7","UDP","476","443  >  55781 Len=434"
"311","154.993866","172.217.29.99","192.168.1.7","UDP","69","443  >  55781 Len=27"
"312","154.994018","192.168.1.7","172.217.29.99","UDP","75","55781  >  443 Len=33"
"313","155.018413","192.168.1.7","172.217.29.110","UDP","220","43143  >  443 Len=178"
"314","155.027615","192.168.1.7","35.224.99.156","TCP","74","[TCP Retransmission] 50788  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=963695295 TSecr=0 WS=128"
"315","155.097332","172.217.29.110","192.168.1.7","UDP","67","443  >  43143 Len=25"
"316","155.235436","35.224.99.156","192.168.1.7","TCP","74","80  >  50788 [SYN, ACK] Seq=0 Ack=1 Win=28160 Len=0 MSS=1412 SACK_PERM=1 TSval=878770617 TSecr=963695295 WS=128"
"317","155.235468","192.168.1.7","35.224.99.156","TCP","66","50788  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=963695503 TSecr=878770617"
"318","155.235566","192.168.1.7","35.224.99.156","HTTP","153","GET / HTTP/1.1 "
"319","155.285959","172.217.29.110","192.168.1.7","UDP","405","443  >  43143 Len=363"
"320","155.286318","192.168.1.7","172.217.29.110","UDP","91","43143  >  443 Len=49"
"321","155.287991","172.217.29.110","192.168.1.7","UDP","363","443  >  43143 Len=321"
"322","155.289011","192.168.1.7","192.168.1.1","DNS","90","Standard query 0xe8e2 A accounts.google.com OPT"
"323","155.289915","172.217.29.110","192.168.1.7","UDP","87","443  >  43143 Len=45"
"324","155.290004","192.168.1.7","172.217.29.110","UDP","75","43143  >  443 Len=33"
"325","155.344416","192.168.1.1","192.168.1.7","DNS","106","Standard query response 0xe8e2 A accounts.google.com A 216.58.222.109 OPT"
"326","155.345681","192.168.1.7","216.58.222.109","UDP","1392","53678  >  443 Len=1350"
"327","155.346015","192.168.1.7","216.58.222.109","UDP","1392","53678  >  443 Len=1350"
"328","155.346030","192.168.1.7","216.58.222.109","UDP","1383","53678  >  443 Len=1341"
"329","155.365317","172.217.29.110","192.168.1.7","UDP","67","443  >  43143 Len=25"
"330","155.420760","35.224.99.156","192.168.1.7","TCP","66","80  >  50788 [ACK] Seq=1 Ack=88 Win=26112 Len=0 TSval=878770885 TSecr=963695503"
"331","155.424633","216.58.222.109","192.168.1.7","UDP","84","443  >  53678 Len=42"
"332","155.429477","35.224.99.156","192.168.1.7","HTTP","214","HTTP/1.1 204 No Content "
"333","155.429491","192.168.1.7","35.224.99.156","TCP","66","50788  >  80 [ACK] Seq=88 Ack=149 Win=64128 Len=0 TSval=963695697 TSecr=878770893"
"334","155.429503","35.224.99.156","192.168.1.7","TCP","66","80  >  50788 [FIN, ACK] Seq=149 Ack=88 Win=26112 Len=0 TSval=878770893 TSecr=963695503"
"335","155.429572","192.168.1.7","35.224.99.156","TCP","66","50788  >  80 [FIN, ACK] Seq=88 Ack=150 Win=64128 Len=0 TSval=963695697 TSecr=878770893"
"336","155.455874","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"337","155.456160","192.168.1.7","216.58.222.109","UDP","75","53678  >  443 Len=33"
"338","155.456984","216.58.222.109","192.168.1.7","UDP","67","443  >  53678 Len=25"
"339","155.638989","35.224.99.156","192.168.1.7","TCP","66","80  >  50788 [ACK] Seq=150 Ack=89 Win=26112 Len=0 TSval=878771079 TSecr=963695697"
"340","155.669278","216.58.222.109","192.168.1.7","UDP","1024","443  >  53678 Len=982"
"341","155.669294","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"342","155.669298","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"343","155.669301","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"344","155.669304","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"345","155.669307","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"346","155.669321","216.58.222.109","192.168.1.7","UDP","1057","443  >  53678 Len=1015"
"347","155.669325","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"348","155.669329","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"349","155.669332","216.58.222.109","192.168.1.7","UDP","956","443  >  53678 Len=914"
"350","155.669334","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"351","155.669403","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"352","155.669464","192.168.1.7","216.58.222.109","UDP","75","53678  >  443 Len=33"
"353","155.669499","192.168.1.7","216.58.222.109","UDP","75","53678  >  443 Len=33"
"354","155.669516","192.168.1.7","216.58.222.109","UDP","75","53678  >  443 Len=33"
"355","155.669533","192.168.1.7","216.58.222.109","UDP","75","53678  >  443 Len=33"
"356","155.669550","192.168.1.7","216.58.222.109","UDP","75","53678  >  443 Len=33"
"357","155.669567","192.168.1.7","216.58.222.109","UDP","75","53678  >  443 Len=33"
"358","155.669902","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"359","155.669908","216.58.222.109","192.168.1.7","UDP","1090","443  >  53678 Len=1048"
"360","155.670404","192.168.1.7","216.58.222.109","UDP","75","53678  >  443 Len=33"
"361","155.671656","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"362","155.671664","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"363","155.671733","192.168.1.7","216.58.222.109","UDP","75","53678  >  443 Len=33"
"364","155.673147","216.58.222.109","192.168.1.7","UDP","958","443  >  53678 Len=916"
"365","155.673163","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"366","155.673167","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"367","155.673221","192.168.1.7","216.58.222.109","UDP","77","53678  >  443 Len=35"
"368","155.673267","192.168.1.7","216.58.222.109","UDP","77","53678  >  443 Len=35"
"369","155.673306","192.168.1.7","216.58.222.109","UDP","75","53678  >  443 Len=33"
"370","155.674150","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"371","155.674163","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"372","155.674224","192.168.1.7","216.58.222.109","UDP","75","53678  >  443 Len=33"
"373","155.674730","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"374","155.674741","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"375","155.674813","192.168.1.7","216.58.222.109","UDP","77","53678  >  443 Len=35"
"376","155.676180","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"377","155.676198","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"378","155.676292","192.168.1.7","216.58.222.109","UDP","77","53678  >  443 Len=35"
"379","155.676337","192.168.1.7","216.58.222.109","UDP","79","53678  >  443 Len=37"
"380","155.677506","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"381","155.677519","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"382","155.677656","192.168.1.7","216.58.222.109","UDP","79","53678  >  443 Len=37"
"383","155.677687","192.168.1.7","216.58.222.109","UDP","79","53678  >  443 Len=37"
"384","155.680137","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"385","155.680149","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"386","155.680152","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"387","155.680227","192.168.1.7","216.58.222.109","UDP","79","53678  >  443 Len=37"
"388","155.680260","192.168.1.7","216.58.222.109","UDP","94","53678  >  443 Len=52"
"389","155.680284","192.168.1.7","216.58.222.109","UDP","81","53678  >  443 Len=39"
"390","155.685414","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"391","155.685431","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"392","155.685434","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"393","155.685507","192.168.1.7","216.58.222.109","UDP","81","53678  >  443 Len=39"
"394","155.685552","192.168.1.7","216.58.222.109","UDP","81","53678  >  443 Len=39"
"395","155.686720","192.168.1.7","216.58.222.109","UDP","98","53678  >  443 Len=56"
"396","155.722647","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"397","155.722664","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"398","155.722782","192.168.1.7","216.58.222.109","UDP","81","53678  >  443 Len=39"
"399","155.724461","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"400","155.724469","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"401","155.724545","192.168.1.7","216.58.222.109","UDP","81","53678  >  443 Len=39"
"402","155.727464","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"403","155.727472","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"404","155.727549","192.168.1.7","216.58.222.109","UDP","83","53678  >  443 Len=41"
"405","155.727572","192.168.1.7","216.58.222.109","UDP","81","53678  >  443 Len=39"
"406","155.730674","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"407","155.730682","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"408","155.730755","192.168.1.7","216.58.222.109","UDP","83","53678  >  443 Len=41"
"409","155.730777","192.168.1.7","216.58.222.109","UDP","81","53678  >  443 Len=39"
"410","155.732610","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"411","155.732618","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"412","155.732621","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"413","155.732623","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"414","155.732696","192.168.1.7","216.58.222.109","UDP","81","53678  >  443 Len=39"
"415","155.732717","192.168.1.7","216.58.222.109","UDP","83","53678  >  443 Len=41"
"416","155.732742","192.168.1.7","216.58.222.109","UDP","81","53678  >  443 Len=39"
"417","155.736009","216.58.222.109","192.168.1.7","UDP","855","443  >  53678 Len=813"
"418","155.741673","216.58.222.109","192.168.1.7","UDP","83","443  >  53678 Len=41"
"419","155.741780","192.168.1.7","216.58.222.109","UDP","75","53678  >  443 Len=33"
"420","155.841465","192.168.1.7","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"421","155.849650","192.168.1.5","192.168.1.7","UDP","554","50145  >  39224 Len=512"
"422","155.869158","192.168.1.7","192.168.1.5","TCP","176","60876  >  8009 [PSH, ACK] Seq=3433 Ack=3411 Win=501 Len=110 TSval=3801306259 TSecr=583737 [TCP segment of a reassembled PDU]"
"423","155.873356","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=3411 Ack=3543 Win=1425 Len=110 TSval=584237 TSecr=3801306259 [TCP segment of a reassembled PDU]"
"424","155.873385","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=3543 Ack=3521 Win=501 Len=0 TSval=3801306263 TSecr=584237"
"425","155.915733","192.168.1.7","192.168.1.1","DNS","88","Standard query 0xcc4a A beacons4.gvt2.com OPT"
"426","155.970195","192.168.1.1","192.168.1.7","DNS","104","Standard query response 0xcc4a A beacons4.gvt2.com A 216.239.32.116 OPT"
"427","155.971243","192.168.1.7","216.239.32.116","UDP","1392","41986  >  443 Len=1350"
"428","155.971378","192.168.1.7","216.239.32.116","UDP","365","41986  >  443 Len=323"
"429","156.050477","216.239.32.116","192.168.1.7","UDP","84","443  >  41986 Len=42"
"430","156.071428","216.239.32.116","192.168.1.7","UDP","1392","443  >  41986 Len=1350"
"431","156.071446","216.239.32.116","192.168.1.7","UDP","1392","443  >  41986 Len=1350"
"432","156.072335","192.168.1.7","216.239.32.116","UDP","1392","41986  >  443 Len=1350"
"433","156.072379","192.168.1.7","216.239.32.116","UDP","365","41986  >  443 Len=323"
"434","156.098210","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"435","156.108887","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"436","156.113940","216.58.222.109","192.168.1.7","UDP","1392","443  >  53678 Len=1350"
"437","156.125001","216.239.32.116","192.168.1.7","UDP","86","443  >  41986 Len=44"
"438","156.174503","216.239.32.116","192.168.1.7","UDP","1392","443  >  41986 Len=1350"
"439","156.174600","216.239.32.116","192.168.1.7","UDP","69","443  >  41986 Len=27"
"440","156.174779","192.168.1.7","216.239.32.116","UDP","75","41986  >  443 Len=33"
"441","156.356102","216.239.32.116","192.168.1.7","UDP","409","443  >  41986 Len=367"
"442","156.356124","216.239.32.116","192.168.1.7","UDP","69","443  >  41986 Len=27"
"443","156.356354","192.168.1.7","216.239.32.116","UDP","75","41986  >  443 Len=33"
"444","156.356895","192.168.1.7","216.239.32.116","UDP","768","41986  >  443 Len=726"
"445","156.401040","216.239.32.116","192.168.1.7","UDP","409","443  >  41986 Len=367"
"446","156.426353","192.168.1.7","216.239.32.116","UDP","75","41986  >  443 Len=33"
"447","156.432755","216.239.32.116","192.168.1.7","UDP","67","443  >  41986 Len=25"
"448","156.526665","216.239.32.116","192.168.1.7","UDP","816","443  >  41986 Len=774"
"449","156.527341","192.168.1.7","216.239.32.116","UDP","91","41986  >  443 Len=49"
"450","156.528562","216.239.32.116","192.168.1.7","UDP","69","443  >  41986 Len=27"
"451","156.553944","192.168.1.7","216.239.32.116","UDP","75","41986  >  443 Len=33"
"452","156.603892","216.239.32.116","192.168.1.7","UDP","67","443  >  41986 Len=25"
"453","156.841778","192.168.1.7","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"454","156.848261","192.168.1.5","192.168.1.7","UDP","554","52019  >  39224 Len=512"
"455","157.843189","192.168.1.7","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"456","157.849150","192.168.1.5","192.168.1.7","UDP","554","51307  >  39224 Len=512"
"457","158.844298","192.168.1.7","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"458","158.850022","192.168.1.5","192.168.1.7","UDP","554","56753  >  39224 Len=512"
"459","159.120603","Fiberhom_dd:8c:b8","IntelCor_7a:04:86","ARP","42","Who has 192.168.1.7? Tell 192.168.1.1"
"460","159.120626","IntelCor_7a:04:86","Fiberhom_dd:8c:b8","ARP","42","192.168.1.7 is at 64:32:a8:7a:04:86"
"461","159.538202","192.168.1.7","64.233.190.188","TLSv1.2","92","[TCP Previous segment not captured] , Application Data"
"462","159.634418","64.233.190.188","192.168.1.7","TCP","66","[TCP ACKed unseen segment] 443  >  34116 [ACK] Seq=1 Ack=28 Win=265 Len=0 TSval=3733833373 TSecr=3028695346"
"463","159.838311","64.233.190.188","192.168.1.7","TLSv1.2","92","Application Data"
"464","159.838330","192.168.1.7","64.233.190.188","TCP","66","34116  >  443 [ACK] Seq=28 Ack=27 Win=501 Len=0 TSval=3028695646 TSecr=3733833503"
"465","160.874006","192.168.1.7","192.168.1.5","TCP","176","60876  >  8009 [PSH, ACK] Seq=3543 Ack=3521 Win=501 Len=110 TSval=3801311264 TSecr=584237 [TCP segment of a reassembled PDU]"
"466","160.878364","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=3521 Ack=3653 Win=1425 Len=110 TSval=584738 TSecr=3801311264 [TCP segment of a reassembled PDU]"
"467","160.878384","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=3653 Ack=3631 Win=501 Len=0 TSval=3801311268 TSecr=584738"
"468","162.397798","192.168.1.5","224.0.0.251","MDNS","247","Standard query response 0x0000 PTR 3717effb6196dba0._spotify-connect._tcp.local PTR _spotify-connect._tcp.local SRV 0 0 35313 3717effb6196dba0.local TXT A 192.168.1.5"
"469","163.421772","192.168.1.5","224.0.0.251","MDNS","247","Standard query response 0x0000 PTR 3717effb6196dba0._spotify-connect._tcp.local PTR _spotify-connect._tcp.local SRV 0 0 35313 3717effb6196dba0.local TXT A 192.168.1.5"
"470","165.879578","192.168.1.7","192.168.1.5","TCP","176","60876  >  8009 [PSH, ACK] Seq=3653 Ack=3631 Win=501 Len=110 TSval=3801316270 TSecr=584738 [TCP segment of a reassembled PDU]"
"471","165.883814","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=3631 Ack=3763 Win=1425 Len=110 TSval=585238 TSecr=3801316270 [TCP segment of a reassembled PDU]"
"472","165.883832","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=3763 Ack=3741 Win=501 Len=0 TSval=3801316274 TSecr=585238"
"473","166.805370","192.168.1.2","224.0.0.251","MDNS","136","Standard query 0x000b PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"474","166.808367","192.168.1.5","224.0.0.251","MDNS","456","Standard query response 0x0000 PTR UnionTV-7990a23fb007d577b5112dbed190e2c8._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 7990a23f-b007-d577-b511-2dbed190e2c8.local A, cache flush 192.168.1.5"
"475","166.809191","192.168.1.5","224.0.0.251","MDNS","408","Standard query response 0x0000 PTR UnionTV-7990a23fb007d577b5112dbed190e2c8._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 7990a23f-b007-d577-b511-2dbed190e2c8.local A, cache flush 192.168.1.5"
"476","168.723588","192.168.1.7","192.168.1.5","TCP","66","[TCP Dup ACK 89#3] 40280  >  8008 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=3801319114 TSecr=581017"
"477","168.728105","192.168.1.5","192.168.1.7","TCP","66","[TCP Dup ACK 90#3] [TCP ACKed unseen segment] 8008  >  40280 [ACK] Seq=1 Ack=2 Win=1375 Len=0 TSval=585523 TSecr=3797710348"
"478","169.085798","192.168.1.7","157.240.216.60","TLSv1.2","97","Application Data"
"479","169.148754","157.240.216.60","192.168.1.7","TCP","66","443  >  38590 [ACK] Seq=7979 Ack=343 Win=202 Len=0 TSval=207844207 TSecr=1151718030"
"480","169.236773","157.240.216.60","192.168.1.7","TLSv1.2","104","Application Data"
"481","169.236799","192.168.1.7","157.240.216.60","TCP","66","38590  >  443 [ACK] Seq=343 Ack=8017 Win=501 Len=0 TSval=1151718181 TSecr=207844294"
"482","169.717142","192.168.1.7","172.217.29.99","UDP","75","55781  >  443 Len=33"
"483","169.796590","172.217.29.99","192.168.1.7","UDP","67","443  >  55781 Len=25"
"484","170.884824","192.168.1.7","192.168.1.5","TCP","176","60876  >  8009 [PSH, ACK] Seq=3763 Ack=3741 Win=501 Len=110 TSval=3801321275 TSecr=585238 [TCP segment of a reassembled PDU]"
"485","170.892410","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=3741 Ack=3873 Win=1425 Len=110 TSval=585739 TSecr=3801321275 [TCP segment of a reassembled PDU]"
"486","170.892429","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=3873 Ack=3851 Win=501 Len=0 TSval=3801321283 TSecr=585739"
"487","172.819593","192.168.1.7","192.168.1.5","TCP","66","[TCP Dup ACK 98#3] 40286  >  8008 [ACK] Seq=1 Ack=1 Win=502 Len=0 TSval=3801323210 TSecr=581427"
"488","172.830570","192.168.1.5","192.168.1.7","TCP","66","[TCP Dup ACK 99#3] [TCP ACKed unseen segment] 8008  >  40286 [ACK] Seq=1 Ack=2 Win=1358 Len=0 TSval=585932 TSecr=3797710107"
"489","175.893126","192.168.1.7","192.168.1.5","TCP","176","60876  >  8009 [PSH, ACK] Seq=3873 Ack=3851 Win=501 Len=110 TSval=3801326283 TSecr=585739 [TCP segment of a reassembled PDU]"
"490","175.900377","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=3851 Ack=3983 Win=1425 Len=110 TSval=586240 TSecr=3801326283 [TCP segment of a reassembled PDU]"
"491","175.900404","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=3983 Ack=3961 Win=501 Len=0 TSval=3801326290 TSecr=586240"
"492","180.900892","192.168.1.7","192.168.1.5","TCP","176","60876  >  8009 [PSH, ACK] Seq=3983 Ack=3961 Win=501 Len=110 TSval=3801331291 TSecr=586240 [TCP segment of a reassembled PDU]"
"493","180.946406","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=3961 Ack=4093 Win=1425 Len=110 TSval=586745 TSecr=3801331291 [TCP segment of a reassembled PDU]"
"494","180.946433","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=4093 Ack=4071 Win=501 Len=0 TSval=3801331337 TSecr=586745"
"495","184.312068","192.168.1.5","224.0.0.251","MDNS","448","Standard query response 0x0000 TXT, cache flush PTR _androidtvremote._tcp.local PTR MATIASMOREIRA._androidtvremote._tcp.local SRV, cache flush 0 0 6466 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.5 AAAA, cache flush fe80::fa4f:adff:fe1c:cc48 NSEC, cache flush MATIASMOREIRA._androidtvremote._tcp.local NSEC, cache flush 5.1.168.192.in-addr.arpa NSEC, cache flush 8.4.C.C.C.1.E.F.F.F.D.A.F.4.A.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
